edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2006 Winter Olympics,49,GBR,Bobsleigh,"Four, Men",467,Martin Wright,111007,17,,True
2006 Winter Olympics,49,GBR,Bobsleigh,"Four, Men",467,Lee Johnston,99960,17,,True
2006 Winter Olympics,49,NOR,Freestyle Skiing,"Moguls, Women",1886,Ingrid Berntsen,101989,19,,False
2006 Winter Olympics,49,NOR,Freestyle Skiing,"Moguls, Women",1886,Kari Traa,82892,2,Silver,False
2006 Winter Olympics,49,NOR,Curling,"Curling, Women",2721,Charlotte Hovring,1005077,4,,True
2006 Winter Olympics,49,NOR,Curling,"Curling, Women",2721,Marianne Rørvik,110171,4,,True
2006 Winter Olympics,49,NOR,Curling,"Curling, Women",2721,Dordi Nordby,100299,4,,True
2006 Winter Olympics,49,NOR,Curling,"Curling, Women",2721,Camilla Holth,102020,4,,True
2006 Winter Olympics,49,NOR,Curling,"Curling, Men",2667,Torger Nergård,102065,=5,,True
2006 Winter Olympics,49,NOR,Alpine Skiing,"Downhill, Men",1487,Lasse Kjus,88005,14,,False
